,url,title,user_name,user_title,user_profile_link,number_of_posts_by_user,number_of_solutions_by_user,number_of_kudos_by_user,timestamp,post_content,solved,labels_list,number_of_views,number_of_likes,replies,accepted_sol
31,https://community.shopify.com/c/shopify-apps/shopify-hide-prices-and-custom-prices-per-customer/td-p/2751224,i want to use two models on order index page using customer account ui menuActionExtension.,MalikHammad01,i want to use two models on order index page using customer account ui menuActionExtension.,https://community.shopify.com/c/user/viewprofilepage/user-id/1710231,2,0,0,2024-09-04T23:14:36.255-07:00,"i want to use two models on order index page using customer account ui menuActionExtension. is it possible? my code: import { useEffect , useState } from ""react"" ; import { Button , reactExtension , useApi } from ""@shopify/ui-extensions-react/customer-account"" ; // Main entry point for the extension export default reactExtension ( ""customer-account.order.action.menu-item.render"" , () => < MenuActionExtension /> ); function MenuActionExtension () { const api = useApi ( ""customer-account.order.action.menu-item.render"" ); const { orderId } = api ; console . log ( orderId ); // Verify that orderId is available const [ isFulfilled , setIsFulfilled ] = useState ( false ); const [ loading , setLoading ] = useState ( true ); useEffect (() => { const fetchOrderFulfillment = async () => { let latestShipmentStatus = null ; try { const orderQuery = { query : `query { order(id: "" ${ orderId } "") { fulfillments(first: 10) { nodes { id, latestShipmentStatus } } } }` , }; const result = await fetch ( ""shopify://customer-account/api/unstable/graphql.json"" , { method : ""POST"" , headers : { ""Content-Type"" : ""application/json"" , }, body : JSON . stringify ( orderQuery ), } ); const { data } = await result . json (); console . log ( data ); if ( ! data ?. order ) { // Handle case when order is null or doesn't exist console . log ( ""Order data is null or invalid."" ); setIsFulfilled ( false ); } else if ( data . order . fulfillments . nodes . length === 0 ) { // No fulfillments found setIsFulfilled ( false ); } else { // Check fulfillment status latestShipmentStatus = data . order . fulfillments . nodes [ 0 ]. latestShipmentStatus ; setIsFulfilled ( latestShipmentStatus === 'fulfilled' ); } } catch ( error ) { console . log ( ""Error fetching order data:"" , error ); setIsFulfilled ( null ); // Error state } finally { setLoading ( false ); // Stop loading regardless of success or error } }; fetchOrderFulfillment (); }, [ orderId ]); return ( <> { isFulfilled ? ( < Button > Contact Us </ Button > ) : ( < Button > Cancel </ Button > ) } </> ); }",N,['Shopify Developed Apps'],88,0,[], 
32,https://community.shopify.com/c/shopify-apps/shopify-returning-wrong-date-billing-on-in-billing-api/td-p/2751154,Purchase Order Customisation,LUNAevents,Purchase Order Customisation,https://community.shopify.com/c/user/viewprofilepage/user-id/1853289,1,0,0,2024-09-05T21:21:35.420-07:00,"Does anyone have any suggestions for an app we can use to create PO's but allows customisation in what fields are displayed on the PO export? We are noticing a lot of apps export very simplified copies of the PO in PDF format. We would predominantly be using the app for ordering with our supplier and stock receiving/updating inventory. We were hoping to find one that would display: Product Name, SKU, Barcode, QTY, Price and allow a section for notes so we can specify the Swatch Colour #'s where required by our suppliers and any other additional information. It would be good if there was one that assigns the notes to the product so we only have to add it in once rather than every time we create a PO. It would also be ideal if the export was an excel spreadsheet format rather than PDF. Any one have any suggestions?",N,['Third Party Apps'],67,0,[], 
33,https://community.shopify.com/c/shopify-apps/varient-picker-size-qauntity-matrix/td-p/2751126,Updating Information About Shopify Embedded App Blocks,codeconfig,Updating Information About Shopify Embedded App Blocks,https://community.shopify.com/c/user/viewprofilepage/user-id/1852427,1,0,0,2024-09-04T22:05:17.166-07:00,"I hope you're doing well! I'm currently working on a Shopify embedded app, and I'm trying to update the information related to specific app blocks (e.g., toggling the disabled state). However, I'm unsure how to correctly retrieve and post the updated information back to Shopify. Specifically, I'm looking for guidance on: How to properly fetch the current configuration of an embedded app block (including block settings like disabled). The best approach to post updated configuration data back to Shopify, ensuring the changes are reflected in the store's theme or app block settings. If you have any experience with this or know the best practices for handling embedded app updates, I would really appreciate your insights! Thank you so much for your time and help!",N,['Shopify Developed Apps'],107,0,"['You can simply include what should be configurable by your users in the ""settings"" under ""schema"" of your app block. The settings will be saved and managed by Shopify and you can read is using liquid syntax. See this example in Shopify\'s documentation: https://shopify.dev/docs/apps/build/online-store/theme-app-extensions/configuration#example-app-bloc... Alternatively, you can manage the values in your own app\'s backend where users will set the value in your app and you can do an API fetch call to your own app to fetch the value. If you like my suggestion please give it a LIKE or mark it as a solution! ★★★★★ Gojiberry - Best post-purchase survey and feedback app for Shopify | Install on App Store for free Shopify Community is helpful, BUT... why not start asking your customers for feedback instead?']", 
34,https://community.shopify.com/c/shopify-apps/does-someone-know-which-plugin-for-upsale-this-is/td-p/2750855,How do I upload my new domain/shop to the shop app.,Chanratt,How do I upload my new domain/shop to the shop app.,https://community.shopify.com/c/user/viewprofilepage/user-id/1828657,11,1,5,2024-09-04T18:54:52.376-07:00,Right now it is just an empty template and not my full website. How do I migrate this over to shop?,N,"['Migration', 'Shopify Developed Apps']",104,0,"['Hi @Chanratt , To migrate your Shopify store and domain to app, please follow the steps below: -The shopify store should be live with the actual domain. -Your store must meet the requirements for inclusion in the Shop app, such as an active Shopify plan and using Shopify Payments. -To enable Shop Sales Channel navigate to Sales Channels. Click on the ""+"" button to add a sales channel. Look for Shop in the list of available sales channels, and click Add. -After adding the Shop sales channel, go to Sales Channels > Shop, review, and configure the settings that allow customers to discover your store on the Shop app. -Ensure that your store’s branding, logo, and products are fully configured so that they appear correctly in the app. -Make sure the domain you want to use is correctly set up in Shopify. -In Settings > Domains, check that your custom domain is connected properly. If it\'s not, you\'ll need to add it there. -Once added, this domain will be reflected in the Shop app if your store meets all other criteria. -Ensure that your products are synced and available to be purchased in the Shop app. -Go to Products in the Shop sales channel settings and check if all the products you want to showcase are available. -Once you\'ve completed these steps, open the Shop app and search for your store. -Make sure that the full website, with the correct domain and content, is now visible. Please like the solution to let me know. If you need further assistance, feel free to reach out! Regards, Sweans - Was my reply helpful? Please Like and Accept the Solution or let me know by Buying me coffee! - Want to modify or custom changes on store Hire me. - Feel free to contact me at info@sweans.com regarding any help. - To know more about me check out www.sweans.com']", 
35,https://community.shopify.com/c/shopify-apps/this-app-is-at-risk-of-no-longer-working-in-shopify-as-of/td-p/2750819,How to resolve issues with the 1P Subscription App Block in non-default Shopify themes?,Jacqui,How to resolve issues with the 1P Subscription App Block in non-default Shopify themes?,https://community.shopify.com/c/user/viewprofilepage/user-id/1125555,213,40,427,2024-01-26T12:37:01.662-08:00,"This document is meant for merchants and theme partners who are encountering issues with the 1P Subscription App Block. It specifically applies to those who are not using a default version of an OS 2.0 theme created by Shopify . This includes custom themes, third-party themes, and modified versions of Shopify's themes. This document will explain how the various components of our app block integrate with the theme, what elements are required for our app block to work, and how you can update your theme to work with our app block. You will learn: Identifying Shopify sections Find the variant input Find the product form Hide the app block in the quick buy modal Requirements You've installed an Online Store 2.0 theme, such as Dawn , that uses JSON templates and supports app blocks . If you don’t know your theme architecture version (whether or not your theme is an Online Store 2.0 theme), you can follow these steps to find out. Don’t forget to make a copy of your theme before making any modifications. This will ensure that you can always revert back to a previous version if needed. Identifying Shopify sections To ensure that the 1P Subscriptions app block functions properly, the theme needs to have two specific implementations. These implementations allow the app block to effectively search and retrieve the necessary elements and data from the product page’s structure. Sections, as per the theme requirements . Sections that are independent of one another as described in Shopify sections best practices . For example, the main product section is independent of other sections like the featured product, and only contains data and elements that are related to the main product. Determine use of sections To determine if your theme is using sections, verify that your main product or featured product is wrapped with one of these tags using the developer tools. The tag should start with shopify-section-. <section id=""shopify-section-${sectionId}"" ...> Determine use of independent sections To determine if your theme is using independent sections, you can test in the Online Store Theme Editor that the product elements on the product page can be removed, added and reordered one independently of the other(s). For example, a featured product can be removed without removing the main product, and vice versa. What to do if your theme doesn’t support sections If you do not find this shopify section in your theme, then the main product or featured product is not using sections. You will need to implement them as sections that support app blocks to be compatible with the 1P Subscriptions app block. Here is the documentation to help you achieve that. This requires technical knowledge. What to do if your theme doesn’t support independent sections If your sections are not independent of one another, you will need to split them into individual sections, each with app block support . Here is the documentation to help you achieve that. This requires technical knowledge. Finding the product form In order for the 1P Subscriptions App Block to successfully find the product forms required for the functionality of the app block, the theme must use the action=""/cart/add"" on the section’s main product form. The app block will use the forms for 2 things: Appending the selling_plan input to the forms, this input is required to get the correct subscriptions data in the cart and in checkout Find and listen to the variant input. This is required for the app block to determine which selling plans are available for the selected variant. Determine use of the action=""/cart/add"" attribute To determine if your theme is using the action=""/cart/add"" attribute, use the developer tools to find the product form. You can hover over form elements in the product section, like the add to cart buttons, or variant options. Best practice is for forms to use forms tags, so searching for the form keyword in the elements can work too. What to do if your theme doesn’t use the action=""/cart/add"" attribute There are two ways to solve this issue Use the Liquid form tag, with the ‘product’ attribute , this form tag automatically uses the action=""/cart/add"" attribute. If your theme is already using this tag, it may be explicitly defining the action attribute, simply remove this definition. Find the product forms you want to use the app block on, in your theme and manually add the action=""/cart/add"" attribute. this . shopifySection . querySelectorAll ( '[action=""/cart/add""]' ); You’ll also want to make sure that any code in your theme that expects the form to use the previous action is modified to expect the new action attribute. Finding the variant input We search for an input or a select element with the attribute name=”id”. These are the most common elements used for variant selection. Additionally, them being named id is expected, since this is the field the form expects for the variant id. This means, in order for your theme to be compatible with the app block, the variant id will need to be stored in one of these element types. Determine if your theme uses a hidden input or select for the variant value To determine if your theme uses a select or input, use the developer tools Elements tab to search for the attribute name=""id"". Alternatively, you can find the add to cart forms, and check that this input or select element exists as one of its children. What to do if your theme doesn’t use a supported variant element You can follow this documentation to implement variant selection. The key section is creating a master variant selector using the input or select tag, with the attribute name=”id”. Listening to the variant change In order to display the correct selling plans associated with the selected variant, the app block listens for the variant change. First, the app block will need to find the form , then it will listen to this form for an onchange event to be emitted when the variant changes. It’s important that the value of the variant input is updated to the currently selected variant id before the event is emitted, since this is the value the app block will use to determine which selling plans are displayed. Determine if the form is emitting an event when the variant changes To determine if the form is emitting an event when the variant changes, you can: Add this code snippet to the main-product.liquid file in your theme code. (This is what the file is called in most themes, but can be named slightly differently depending on the theme.) Save and click “Preview store” Navigate to a product that has variants Open the developer tools console tab Change the variant If you see the text, “The form is emitting an event.”, then this means the app block can listen to the variant change. There are some exceptions where the app block may be able to listen to the variant change, but it still can’t identify the correct variant id. For example, your theme may trigger a form change before the variant id is updated. In this case, the app block would be using the previously selected variant id to display the selling plans, causing unpredictable behaviors. <script>

  document.addEventListener('DOMContentLoaded', () => {

    document.querySelectorAll('form').forEach((addToCartForm) => {

      addToCartForm.addEventListener('change', () => {

        console.log(""The form is emitting an event."")

      })

    })

  })

</script> What to do if your theme doesn’t emit an event when the variant changes You will need to understand how your theme works and emit an event when the variant is updated in the correct javascript file. If the form does emit an event, but you are seeing selling plans that belong to the previously selected variant, you need to make sure the form event is emitted when the variant id is updated. The solution for this incompatibility is different for every theme. Hiding the Subscriptions Widget in the quick buy Modal You may have noticed that the subscriptions widget appears in the quick buy modal of your theme. We currently do not support this feature, however, due to the way the quick buy modal is implemented in your theme, it may be visible. This can be fixed by adding custom CSS to the theme. Determine if the 1P Subscriptions widget is visible in the quick buy modal To determine if the 1P Subscriptions widget is visible in the quick buy modal, you will need to follow these steps. Add the subscriptions app block to a product, on the product page in the online store editor. Here’s a tutorial on how to do that. Enable quick buy or quick buy feature for your theme, or for a specific section. It depends on how your theme implements this feature. For a product with variants and that is linked to a selling plan, click the “Choose options” button or quick buy button. Check to see if the subscriptions widget is visible. What to do if the 1P Subscriptions widget is visible in the quick buy modal If the 1P subscriptions widget is visible in the quick buy modal, you can hide it by adding some custom CSS to your theme. Note that if you choose not to hide the widget, the 1P subscriptions app does not support the quick buy feature, therefore it will be visible, but non-functional. To add custom CSS to your theme, follow these steps. Find the modal id or class – you can do this by hovering over an open quick buy modal with the dev tools. Add one of these custom CSS snippets to your theme ( tutorial ) If you’re using the modal classname, use this snippet .<modal-classname> .shopify_subscriptions_app_block {

display: none;
}



If you’re using the modal id, use this snippet



#<modal-id> .shopify_subscriptions_app_block {

display: none;

} Jacqui | Community Moderator @ Shopify - Was my reply helpful? Click Like to let me know! - Was your question answered? Mark it as an Accepted Solution - To learn more visit the Shopify Help Center or the Shopify Blog",N,['Third Party Apps'],"3,742",4,['Thanks for Sharing this article.'], 
36,https://community.shopify.com/c/shopify-apps/embedded-app-on-pos-ui-modal-with-app-bridge-react-landscape/td-p/2750738,Purchase Order Customisation,LUNAevents,Purchase Order Customisation,https://community.shopify.com/c/user/viewprofilepage/user-id/1853289,1,0,0,2024-09-05T21:21:35.420-07:00,"Does anyone have any suggestions for an app we can use to create PO's but allows customisation in what fields are displayed on the PO export? We are noticing a lot of apps export very simplified copies of the PO in PDF format. We would predominantly be using the app for ordering with our supplier and stock receiving/updating inventory. We were hoping to find one that would display: Product Name, SKU, Barcode, QTY, Price and allow a section for notes so we can specify the Swatch Colour #'s where required by our suppliers and any other additional information. It would be good if there was one that assigns the notes to the product so we only have to add it in once rather than every time we create a PO. It would also be ideal if the export was an excel spreadsheet format rather than PDF. Any one have any suggestions?",N,['Third Party Apps'],68,0,[], 
37,https://community.shopify.com/c/shopify-apps/automation-test-failing-because-of-captcha-check-on-admin-login/td-p/2750691,Screencast Review App on Facebook webview,Trinhquynh,Screencast Review App on Facebook webview,https://community.shopify.com/c/user/viewprofilepage/user-id/1830244,5,0,1,2024-09-05T20:02:54.575-07:00,"Hello everyone, I have an app currently under review by Shopify, and they've requested that I provide a screencast demonstrating the app's functionality within the webviews of Facebook, Instagram, and Pinterest. Has anyone dealt with a similar request?Should I include both the app's settings and the storefront in the screencast, or is it enough to show only the storefront? Thank you for your help Từ vựng Hán tự Dịch Đang tìm kiếm ... Tiếng Anh Từ điển JP",N,['Shopify Developed Apps'],72,0,[], 
38,https://community.shopify.com/c/shopify-apps/subscription-app-with-quantity-selector-for-delivery/td-p/2750684,TELEGRAM @PUMPERSRHOIDS ESTEROIDES ANABOLICOS A LA VENTA,pumpersrhoids,TELEGRAM @PUMPERSRHOIDS ESTEROIDES ANABOLICOS A LA VENTA,https://community.shopify.com/c/user/viewprofilepage/user-id/1853239,4,0,0,2024-09-05T17:36:42.405-07:00,"TELEGRAMA @pumpersrhoids , Estamos conectados para suministrar esteroides anabólicos limpios que son de calidad, estampados y les ofrecemos precios muy moderados o bajos. Esteroides varias ventajas Uso médico: los esteroides se pueden recetar para tratar una variedad de afecciones médicas, como enfermedades inflamatorias (como la artritis), trastornos autoinmunes y ciertos tipos de cáncer. Los esteroides anabólicos pueden ayudar a aumentar la masa muscular y la fuerza, razón por la cual a veces los atletas y culturistas los usan (ilegalmente). TELEGRAMA @pumpersrhoids , Recuperación* Los esteroides pueden ayudar a acelerar la recuperación de las lesiones al reducir la inflamación y promover la reparación de los tejidos*: algunos esteroides pueden ayudar a mejorar la densidad ósea, lo que puede ser beneficioso para las personas con osteoporosis u otras afecciones que debilitan los huesos. Mayor confianza*: Puede haber un aumento en la autoestima y la confianza debido a los cambios físicos y la mejora del rendimiento. TELEGRAMA @pumpersrhoids , Pastillas de esteroides anabólicos Beneficios de los esteroides Los mejores esteroides anabólicos El mejor lugar para comprar esteroides legítimos en línea El mejor precio de esteroides Comprar prednisona Reino Unido Comprar prednisona en EE. UU. Comprar esteroides anabólicos en Europa Comprar esteroides anabólicos en EE.UU. Comprar esteroides anabólicos en Reino Unido Esteroides anabólicos a la venta cerca Comprar esteroides anabólicos en Canadá Comprar esteroides anabólicos en Alemania Comprar esteroides anabólicos en Italia farmacia anabólica esteroides anabólicos comprar estados unidos esteroides anabólicos para la venta Vietnam El mejor lugar para comprar esteroides legítimos en línea comprar esteroides alfa pharma en línea comprar esteroides anabólicos en línea alemania comprar esteroides anabólicos en línea grecia comprar esteroides anabólicos en línea manchester reino unido comprar esteroides anabólicos en línea Zurich comprar tabletas de prednisolona en línea comprar prednisona para perros en línea canadá comprar-esteroides.online revisión ¿Cómo aumentan el rendimiento los esteroides anabólicos? trembolona para la venta EE.UU. ¿Dónde puedo conseguir esteroides para el crecimiento muscular? tabletas anabólicas tabletas de anabol kaufen tabletas anabólicas a la venta australia tabletas anabólicas a la venta bestellen tabletas anabólicas a la venta culturismo tabletas anabólicas para la venta comprar alemania Tabletas anabólicas a la venta en Londres, Reino Unido. tabletas anabólicas a la venta nueva zelanda tabletas anabólicas a la venta farmacia tabletas anabólicas para la venta pastillas TELEGRAMA @pumpersrhoids , Aunque dicen que no se trata de la belleza de la apariencia externa sino de la belleza interior, la vida se vuelve más fácil cuando te ves atractivo. Las mujeres buscan la manera de perder peso y los hombres de todo el mundo hacen todo lo posible gastando mucho dinero para mejorar su apariencia. Los impresionantes músculos de un cuerpo en forma de tienda de campaña y bien construido se ven hermosos. Suelen pasar frecuentemente por todas las etapas del camino hacia la perfección. Comienzan con un cambio de régimen de vida y terminan con horas de gimnasio. El ejercicio físico regular es realmente eficaz para mantener el cuerpo en buena forma física. Desafortunadamente, algunos, debido a las peculiaridades del organismo, no logran el resultado deseado en las condiciones planificadas a pesar de varios entrenamientos físicos extenuantes. Los esteroides son aquellos que ayudan al organismo a aumentar las fuerzas, aumentar la masa muscular e incluso ayudar a perder peso. Los esteroides son en realidad las hormonas que cambian la estructura muscular, haciéndolos lucir más saludables y atractivos. Compre esteroides anabólicos en línea en Alemania y Suiza Los esteroides anabólicos no pertenecen al grupo de bienes o productos esenciales. Es por eso que comprarlos a veces puede resultar una tarea complicada. No puedes ir a comprar esteroides anabólicos a la farmacia más cercana, como algunos analgésicos. Internet le ofrece amablemente comprar esteroides en línea en Australia. ¿Por qué Australia? Las leyes políticas hacen legal la venta de ciertos esteroides anabólicos que han sido sometidos a un control exhaustivo. Ordene esteroides anabólicos en el gimnasio o en la tienda en línea La compra online es la forma más común de adquirir este tipo de productos en la actualidad. Es fácil y no supone un gasto devastador para el presupuesto. Los establecimientos online permiten que la tienda virtual ofrezca a sus clientes una amplia gama de esteroides anabólicos. Un internauta en línea sólo debe tomar una decisión sobre un tipo particular de estos medicamentos y realizar un pedido. Debido a la diferencia en la forma de tomar los esteroides anabólicos, se pueden dividir en dos grupos: Pastillas de esteroides anabólicos Inyección de esteroides anabólicos Si no es un novato en el mundo de la construcción de su cuerpo, es posible que haya escuchado que los esteroides inyectados resultan ser más seguros y efectivos que los orales. Aunque estos últimos son los de mayor demanda ya que nunca necesitan ningún equipo adicional para la ingesta (jeringas, por ejemplo) y los clientes evitan la necesidad de manipular agujas. Las pastillas son pastillas. Los tragas y hacen su trabajo. La principal ventaja de las inyecciones es que las hormonas se aplican localmente sin atravesar todo el tracto digestivo ni afectarlo. Si prefiere inyectarse esteroides anabólicos, debe ser cuidadoso y responsable para mantener una esterilidad impecable en todo momento. TELEGRAMA @pumpersrhoids ,",N,"['Shopify Developed Apps', 'Third Party Apps', 'Third Party Channels']",71,0,[], 
39,https://community.shopify.com/c/shopify-apps/i-want-to-use-two-models-on-order-index-page-using-customer/td-p/2750652,Microsoft Sales Channel Error,renatarubio,Microsoft Sales Channel Error,https://community.shopify.com/c/user/viewprofilepage/user-id/1713582,10,0,0,2024-09-05T13:33:18.895-07:00,"Whenever I try to load the Microsoft Sales Channel App, it gives me the following message "" An unknown error occurred. Please refresh the page or try again later."" a white screen after the message about loading my data goes away. I was able to log in to my Microsoft account, but nothing loads.",N,"['Shopify Developed Apps', 'Third Party Apps']",66,0,[], 
40,https://community.shopify.com/c/shopify-apps/updating-information-about-shopify-embedded-app-blocks/td-p/2750546,How to set inventory quantity when 'Continue selling when out of stock' is enabled?,Dzonotonas,How to set inventory quantity when 'Continue selling when out of stock' is enabled?,https://community.shopify.com/c/user/viewprofilepage/user-id/1245544,18,1,7,2024-09-05T10:41:48.962-07:00,"Hello I found this documentation https://shopify.dev/docs/api/admin-graphql/2024-07/mutations/productvariantupdate?language=Node.js .The mutation allows enabling the Continue selling when out of stock (inventoryPolicy) functionality, but how do I set the quantity? I want to set, how much can be sold items when it's out of stock.",N,['Third Party Apps'],99,0,"['I don\'t think you can do that natively. If you\'re telling Shopify to ""continue selling when out of stock"" it will sell an infinite amount. If you want to only sell X units, untick ""continue selling"" and just set the stock level to X. And then when it sells out, it\'ll actually be sold out and stop selling. Co-founder @ Shopside Early Bird: Pre-order & Restock Bloom: Delivery Date & Pickups Relay: Slack Notifications']", 
41,https://community.shopify.com/c/shopify-apps/how-do-i-upload-my-new-domain-shop-to-the-shop-app/td-p/2750391,Shopify Google Merchant products rejected,MG777,Shopify Google Merchant products rejected,https://community.shopify.com/c/user/viewprofilepage/user-id/1852841,1,0,0,2024-09-05T09:31:37.781-07:00,"Dear all, it seems google merchant has rejected all my product listings with below notification. Some issues were easy to fix like data was not complete replicated i.e. colour, size, ... I have checked in addition landing page & product policy,  but don't find the mistake. My Shop Webside: https://www.marco-dan.com/ Is anybody facing the same issues? I appreciate any comment & support Thank you in advance Marco",N,"['Third Party Apps', 'Third Party Channels']",137,0,"['Make sure as you are located in Germany, that\xa0 you first target the german country. Also ensure you only use German language, you have a mix of English and German, Google will not allow this. You will have a lot more issues, but the above is what you should start with, then check the below policies to find more issues: https://support.google.com/merchants/answer/6150127?hl=en https://support.google.com/merchants/answer/6363310/follow-the-merchant-center-guidelines https://support.google.com/merchants/answer/7052112 https://support.google.com/merchants/answer/4752265 https://support.google.com/merchants/answer/13693865 Get in touch with Emmanuel: a Google Shopping Specialist, Google Ads Diamond Product Expert , and also a a Google Product Expert Education 2021 & Tailwind 2023 Award winner . Need Google Merchant Center or Google Shopping support?.']", 
42,https://community.shopify.com/c/shopify-apps/shopify-app-in-admin-not-in-store/td-p/2750312,Upgrade shopify-api to the latest version,midavis,Upgrade shopify-api to the latest version,https://community.shopify.com/c/user/viewprofilepage/user-id/1734581,6,0,0,2024-09-05T09:13:48.271-07:00,"I have updated the version of my custom app to 2024-07.   The only place I am still having issues is with updating the version for my rest api.  If I change the version I am getting the below error when trying to run the app.  If I go look at my current version for shopify-app it is 9.7.2.  Looking through the code on their site I see that 2024-07 is not in this version.   I have tried to update all of my packages, but it is still 9.7.2.   Why doesn't the Shopify CLI update to the latest version of this package? Also, I did notice that from version 10.0 they now have 3 subdirectories (cjs, esm, ts).  Which one do you choose if I am able to get the version upgraded? Error: Cannot find module '@shopify/shopify-api/rest/admin/2024-07'",N,"['Shopify Developed Apps', 'Third Party Apps']",105,0,"[""@midavis To fix the issue with updating to Shopify API version `2024-07`: 1. **Update the Shopify API package**: Run: ```bash npm install @shopify/shopify-api@latest ``` 2. **Clean install if needed**: If the version doesn't update, remove `node_modules` and reinstall: ```bash rm -rf node_modules npm install ``` 3. **Choose the correct subdirectory**: - Use **`cjs`** for CommonJS (Node.js default). - Use **`esm`** for modern JavaScript with ES modules. - Use **`ts`** if you're working with TypeScript. 4. **Check CLI version**: Verify or update your Shopify CLI with: ```bash npm install -g @shopify/cli ``` This should resolve your issue with the missing API module. DAVIZ""]", 
43,https://community.shopify.com/c/shopify-apps/use-sku-to-query-product-handle-keep-getting-404-not-found-error/td-p/2750297,Screencast Review App on Facebook webview,Trinhquynh,Screencast Review App on Facebook webview,https://community.shopify.com/c/user/viewprofilepage/user-id/1830244,5,0,1,2024-09-05T20:02:54.575-07:00,"Hello everyone, I have an app currently under review by Shopify, and they've requested that I provide a screencast demonstrating the app's functionality within the webviews of Facebook, Instagram, and Pinterest. Has anyone dealt with a similar request?Should I include both the app's settings and the storefront in the screencast, or is it enough to show only the storefront? Thank you for your help Từ vựng Hán tự Dịch Đang tìm kiếm ... Tiếng Anh Từ điển JP",N,['Shopify Developed Apps'],68,0,[], 
44,https://community.shopify.com/c/shopify-apps/how-to-create-order-when-using-payment-app-onsite/td-p/2750112,How do app free trials work for monthly subscriptions?,doabledanny,How do app free trials work for monthly subscriptions?,https://community.shopify.com/c/user/viewprofilepage/user-id/1256019,13,0,6,2024-09-05T06:45:13.267-07:00,"For my Shopify app, I want to allow stores to have a 90-day free trial period, and then bill on the 91st day (the first day of the monthly recurring charges). I'm using the recurringapplicationcharge API to create a monthly subscription with 90-days free trial, but when I check the subscription, the first charge will be on day 91 + 1 month. How do I get the charge to be on day 91? And if not possible, what happens if a merchant cancels their subscription on day 91 (once they enter the monthly subscription billing)? Does my app receive no payment for that first month? Or do I still receive payment on day 91 + 1 month?",N,['Subscriptions'],102,0,"[""Hi @doabledanny , In Shopify, when you're using the recurringapplicationcharge API with a free trial, the charge schedule can sometimes be tricky, as it may result in an extra month's delay in the first charge after the trial ends. Issue Breakdown Current Situation : You're setting up a 90-day free trial using recurringapplicationcharge. The first charge is set to happen on day 91 + 1 month , meaning Shopify bills the merchant on the 91st day and then adds another month before the next charge. Desired Behavior : You want the first charge to happen on day 91 , not on day 91 + 1 month. Solution Approach Unfortunately, it's not possible to directly bill on day 91 using the recurringapplicationcharge API. The billing will always happen after the trial period ends and before the next recurring billing cycle. Here’s how you can handle the situation: What happens if a merchant cancels on day 91? If a merchant cancels their subscription on day 91 , after entering the paid subscription phase, Shopify's behavior is as follows: No charge before cancellation : If they cancel before the first bill is processed , your app will not receive any payment. Charge processed : If the merchant cancels after the charge is processed (usually billed for the upcoming month on the same day the free trial ends, i.e., on day 91 + 1 month), you will receive the payment for that period, and they won’t be billed in future months. Workaround Options If it’s critical to ensure a charge happens on day 91 : Manual Charge : You could create a one-time charge on day 91 through the UsageCharge API or another billing method. Notify Users : In your app’s documentation or during the signup process, make it clear that the first charge will happen on day 91 + 1 month, giving users time to understand when they will be billed. These options could provide clarity and ensure that you still receive the expected revenue for your service. Hyelladi Return Prime""]", 
45,https://community.shopify.com/c/shopify-apps/app-installation-issue-compatibility-error-with-shopify-pos-on/td-p/2749357,"API Create Product {""errors"":{""product"":""Required parameter missing or invalid""}}",Pierre8,"API Create Product {""errors"":{""product"":""Required parameter missing or invalid""}}",https://community.shopify.com/c/user/viewprofilepage/user-id/1852718,1,0,0,2024-09-05T05:58:39.596-07:00,"Hello, I'm trying to create products on stores using the shopify API. It's working fine on one store but not in the other. Here is the request : POST : [store_url]/admin/api/2024-07/products.json Content-type : application/json Body {
    ""product"": {
        ""title"": ""TEST SHOPIFY - NE PAS EFFACER"",
        ""body_html"": """",
        ""vendor"": ""SHOPIFY"",
        ""product_type"": ""Antivol à code"",
        ""status"": ""active"",
		""published_scope"": ""global"",
		""published"": true,
		""metafields"": [],
""images"":[{""src"":""https:""}],
        ""variants"": [
            {
                ""title"": ""Default Title"",
                ""price"": ""20"",
                ""sku"": """",
                ""position"": 1,
                ""inventory_policy"": ""continue"",
                ""fulfillment_service"": ""manual"",
                ""inventory_management"": ""shopify"",
                ""option1"": ""Default Title"",
""metafields"": [],
                ""option2"": null,
                ""option3"": null,
                ""taxable"": true,
                ""barcode"": """",
                ""weight"": 2,
                ""inventory_quantity"": 1,
                ""old_inventory_quantity"": 0,			
                ""presentment_prices"": [
                    {
                        ""price"": {
                            ""amount"": ""20"",
                            ""currency_code"": ""EUR""
                        },
                        ""compare_at_price"": null
                    }
                ],
                ""requires_shipping"": true
            }
        ]
    }
} On one store the product is successfully created. On the other a status code 400 with the error message {""errors"":{""product"":""Required parameter missing or invalid""}} The error message does not tel me what parameter is missing.",N,['Shopify Developed Apps'],113,0,"['Hello, the image url in your request seems to be incomplete. Could that be the issue? If you like my suggestion please give it a LIKE or mark it as a solution! ★★★★★ Gojiberry - Best post-purchase survey and feedback app for Shopify | Install on App Store for free Shopify Community is helpful, BUT... why not start asking your customers for feedback instead?']", 
